ds,forecast,lower,upper,actual
2012-01-10,28036.70454698191,12664.284228860988,42558.43105236021,
2012-01-11,26518.587935337513,11396.770180604391,42068.18552887367,
2012-01-12,34604.43487496582,19277.631273680352,48883.84971524682,
2012-01-13,26148.423641913836,10091.043343213521,40841.96190711624,
2012-01-14,1647.199564836861,-13809.587146734786,16555.40596582442,
2012-01-15,19248.622755719985,3913.4923033254786,33515.40275813262,
2012-01-16,29548.623610246996,15669.2705122113,44030.63019456609,
2012-01-17,34783.1120919683,19633.33252805266,49653.28834690389,
2012-01-18,32265.65766391237,16356.177597111997,47211.819768187954,
2012-01-19,39252.42040653872,24456.210105857568,54813.19503781457,
2012-01-20,29627.15164848386,14429.587895804721,45309.57082504479,
2012-01-21,3917.2101359092703,-10996.936570324153,17997.764402352,
2012-01-22,20301.519809867423,5086.989258655157,35922.82153397774,
2012-01-23,29406.633936942515,12891.267459788907,44403.131439813114,
2012-01-24,33497.87259635552,19583.429517571454,48650.51029293953,
2012-01-25,29916.270729839132,15043.44105014442,44444.00393480819,
2012-01-26,35942.83644180183,20427.852155654167,51513.52404454924,
2012-01-27,25482.955306006377,10243.851625460396,40617.228045498974,
2012-01-28,-918.0980501088925,-16119.258904212835,14081.60156921373,
2012-01-29,14932.397636480362,30.04568277789125,30009.967691644186,
2012-01-30,23670.388313072686,7637.918096707519,38963.66377843971,
2012-01-31,27566.016675023347,12466.27188360785,42848.252608763236,
2012-02-01,23960.52865584196,8831.042142917662,39268.99246966422,
2012-02-02,30130.613829121456,14659.906104256714,45738.27631591783,
2012-02-03,19973.01189510293,5726.5251724799955,34514.26474113504,
2012-02-04,-5979.660319253409,-21520.24392740302,8996.73138208694,
2012-02-05,10449.067483250812,-4889.665573104309,25628.26983199928,
2012-02-06,19875.80658554588,4013.5521833855146,34688.18427383809,
2012-02-07,24548.86646727372,10088.36519803225,39371.87241730662,
2012-02-08,21785.805155666672,6913.92058241996,37330.20053373821,
2012-02-09,28838.453772069966,14244.479115307942,44577.29242195605,
2012-02-10,19578.22808629347,3154.9715590171854,34163.99396331078,
2012-02-11,-5487.338240512887,-21420.82350567813,9631.607417438821,
2012-02-12,11794.070526672307,-3705.5076860134827,27449.3370912031,
2012-02-13,22016.490283999825,6968.967782671336,37134.058782991415,
2012-02-14,27407.82998134192,12065.975946954311,43947.41048902895,
2012-02-15,25267.946862496494,10613.136348339327,40714.08633711942,
2012-02-16,32834.111364369775,16616.664739126107,47675.54615722275,
2012-02-17,23966.66326570428,8639.719941273363,39575.31867571517,
2012-02-18,-834.2146359661783,-16044.951433186705,14348.172463642895,
2012-02-19,16580.298560271014,1517.2035402826343,32147.092057332608,
2012-02-20,26804.61910076374,12093.370690926875,41789.978738013335,
2012-02-21,32070.81985295789,16335.108560852417,48726.88328168211,
2012-02-22,29686.50726541948,14678.102915468055,44696.93809308488,
2012-02-23,36899.98842239831,21483.46831556219,50795.20235172788,
2012-02-24,27585.539640718034,13655.394069158314,43956.646862769434,
2012-02-25,2259.7151978707334,-12443.921434459859,16288.639871333218,
2012-02-26,19089.614461931185,4397.277638038516,34007.04177898833,
2012-02-27,28689.26421031694,13244.388199264426,45070.246343398925,
2012-02-28,33311.07522710733,19109.709847907987,49680.21418800296,
2012-02-29,30283.102712517626,15622.472837649804,47204.67639016614,
2012-03-01,36873.60294657384,21764.82598816176,52188.48417432186,
2012-03-02,26975.71531812883,12037.58149768949,41434.28865520361,
2012-03-03,1123.225094810623,-12823.527184569826,16480.95028295055,
2012-03-04,17498.34064057118,1753.5186623177221,33053.792448974484,
2012-03-05,26727.655517355466,11690.054418897285,42148.91495591856,
2012-03-06,31073.266047524598,16254.127827367813,45927.023332465156,
2012-03-07,27869.782878197413,12696.42127414079,42968.99506390921,
2012-03-08,34388.7352816006,18383.723866990866,48471.478651237594,
